premise,hypothesis,label
The younger girl ran screaming to her.,The young girl stood frozen and stayed in her place.,4
"Have her show it,"" said Thorn.",Thorn told her to hide it.,4
Look for the servant girl hurtled into hell for flirting with the devil.,The servant girl ascended to heaven for her good behavior.,4
"ran toward us rather slowly, like people finishing their run.","They ran toward us with amazing fast speed, like they were racing.",4
You did not understand that he believed Mademoiselle Cynthia guilty of the crime?,He believed Mademoiselle Cynthia innocent and you were aware?,4
The baby's father responded by filing a wrongful death suit.,The baby's mother responded by filing a rightful death suit.,4
The chain wielder smiled at her.,The chain wielder frowned at her.,4
"Perhaps a further password would be necessary, or, at any rate, some proof of identity.",Passwords are unnecessary as they waste additional time.,4
Friendly staff.,The staff is rude to their customers.,4
He's a bad lot.,He's a good lot,4
The tabs are getting fed up with women who have become rich and famous by telling everyone else how to be better.,Men who have become rich and famous by telling everyone else how to be better are making people fed up.,4
Your speeches are inflammatory.,Your speeches are so calming and uncontroversial.,4
from from personal and private parties or from these uh phone answering phone uh commercial things,Is it from public parties or the doorbell answering things?,4
"No, monsieur.","Yes, mademoiselle.. ",4
"France knew a good thing when she seized one, but then so did Britain.",France thought this was bad.,4
"3 It should be noted that the toxicity (LC50) of a sample observed in a range-finding test may be significantly different from the toxicity observed in the follow-up chronic definitive test  (1) the definitive test is longer; and (2) the test may be performed with a sample collected at a different time, and possibly differing significantly in the level of toxicity.",The toxicity of a sample in the range-finding test will be exactly the same as the toxicity in the follow-up test.,4
She shrugged.,She was motionless.,4
"The statue was demolished several years ago by islanders, who blame Josephine for her role in the slavery in Martinique.",The statue was erected to remind the populace to stay obedient to their masters.,4
because uh i know people who eat tons of that kind of stuff and they're just as healthy as can be,Anyone I know who eats that kind of stuff is very ill.,4
really oh i thought it was great yeah,That was horrible,4
uh-huh uh-huh uh-huh yeah well that's really neat and wonderful,That's awful.,4
"Despite protests by preservationists, there was little alternative.",There were various many alternatives and one that was appeasing to everyone was implemented.,4
Among the disadvantages are that the degree of innovation and product differentiation might continue to be limited.,Limited innovated will be a major advantage for our firm.,4
It was here in 1952 that King Farouk signed his abdication before boarding his yacht for exile in Italy.,"King Farouk was exiled to France in 1952, after signing his resignation.",4
He slowed.,He sped up.,4
"Sixty percent of Americans are frustrated and angry and unstaisfied with the health-care system, and 70 percent favor federal intervention.",The majority of Americans are satisfied with the health-care system.,4
eThe number of deletions was negligible.,The huge significant number of deletions caused a ruckus.,4
We start with the fine review of a shockingly funny comedy about eye disease.,The show about eye disease was tragic.,4
"But, when I discovered that it was known all over the village that it was John who was attracted by the farmer's pretty wife, his silence bore quite a different interpretation. ",The farmer's wife was unattractive to John.,4
"She hates me.""",She loves me.,4
Welts grew on each of the man's cheeks.,The welts on the man's cheeks were shrinking.,4
